,transfus_yes,trans_loss,Accrete,AdmBishop,Admcervpos,Admconsistency,Admcontract,AdmDBP,Admefface,Admpresent,AdmSBP,Analgesia,Augment,BESTGA,breech,breech9,chorio,chorio9,CS_Breech,CS_Chorio,CS_Emerg,CS_Fforceps,CS_Finduct,CS_FTP,CS_FVBAC,CS_NRFHT,CS_Other,CS_Shoulder,Dehiscence,Delfetalpos,Delmode,Dilat_lst,eclamp,Episiotomy,FSE,GAmethod,HosEpiNurse,HosEpitype,Hyp_any,Hyp_calc,Hyp_clon,Hyp_hydr,Hyp_othr,Ind_Unkn,Induction,Inoxy_incrdose,intra_abruptio,intra_previa,Intrachorio,Intrafetdistress,Intrafever,IntraMgSO,Intratocolytix,IUPC,Lac_Cerv,Lac_Majoth,Lac_Majperi,Lac_Min,Lac_None,Lac_Other,M_pre,Malpresentation9,Meconium,Momseizure,MthInd_AROM,MthInd_Oxy,Operative,Presentdel,Prolapse,ROM,ROMmeth,SE_pre,Shoulder,spontlabor,TrialLabor,Urupture,vertex,Activeherpes,Admreason,Alcohol,Anteabruption,Anteanemia,Anteasthma,Antebleed3,AnteCHBP,Antechorio,Antefetaldth,Antefetdistress,AnteGBS,AnteGDM,Antehospital,AnteLGA,Anteprevia,AnteSGA,AnteSTD,Antesteroid,Antethrombo,Antethyroid,AnteUTI,ART,Cerclage,ChronicHBP,CPD,CS_Elect,CS_Fetanom,CS_Fetmac,CS_HIV,CS_HTNdis,CS_HxShoulder,CS_Mult,CS_UScar,depression_comb,Diabetes,DMControl,Druguse,Eclampsia,ECV,Education,gest_diab,gest_htn,GestHBP,GI_disease_comb,gi_disease9,Heart_disease_comb,high_Gravidity,high_height,HIV,HospElectCS,HospElectInd,Hostype,Hxanemia,Hxasthma,Hxcsection,Hxdepression,HxGIdis,Hxheartdis,Hxmacrosomia,HxnumCS,Hxpreterm,Hxrenaldis,Hxseizure,HxSTD,Hxstillbirth,Hxthyroid,Hyp_ace,Hyp_alpha,Hyp_beta,Hyp_meth,hypertyro,iatro_hypo,ImposedPE,Incompetence,Ind_anomaly,Ind_Chorio,Ind_elect,Ind_FComp,Ind_Fmacro,Ind_HTN,Ind_Hxfetal,Ind_HxMat,Ind_Mcond,Ind_Postdate,Ind_Still,Ind_Vbleed,Insurance,iufd9,Marital,momrace_new,MthInd_Mec,MthInd_Miso,MthInd_PGE2,no_TD,Oligo,other_TD,Parity,Polyhydramnios,PostHBP,pre_diab,pre_PROM,Preeclampsia,prelaborCD,prim_hypo,renal_disease_comb,renal_disease9,Rhincompat,Smoke,TD_nos,ThreatenedPB,threatpb9,UnspecHBP,uscar,version9,new_age,new_BMI,new_high_Age,new_high_BMI,Sitenum
Anteprevia,0.071319,0.073615,0.250233,0.091046,0.118828,0.116991,0.093204,0.073699,0.168486,0.059543,0.039362,0.159575,0.056205,0.331552,0.071075,0.059974,0.002183,0.000000,0.000000,0.000000,0.000000,0.018060,0.000000,0.032503,0.018060,0.000000,0.040260,0.036821,0.018060,0.116243,0.156362,0.107131,0.000000,0.055067,0.048257,0.049016,0.000000,0.000000,0.060271,0.059080,0.000000,0.000000,0.000000,0.013248,0.069122,0.083436,0.073477,0.903421,0.000000,0.000000,0.000000,0.081901,0.080817,0.040197,0.000000,0.012729,0.013981,0.070930,0.049587,0.000000,0.000000,0.000000,0.026904,0.000000,0.054382,0.062495,0.076915,0.102957,0.000000,0.000000,0.113394,0.000000,0.005053,0.058147,0.215157,0.000000,0.091228,0.000000,0.163929,0.008036,0.041463,0.047782,0.000000,0.189597,0.000000,0.000000,0.008684,0.013121,0.034803,0.000000,0.064034,0.000000,0.996902,0.000000,0.000000,0.097841,0.035737,0.000000,0.010371,0.000000,0.017635,0.000000,0.000000,0.000000,0.019533,0.000000,0.000000,0.000000,0.024141,0.018372,0.032806,0.000000,0.019586,0.064284,0.026447,0.000000,0.000000,0.054852,0.002600,0.017704,0.008287,0.000000,0.000000,0.039572,0.079668,0.033163,0.000000,0.070652,0.077259,0.054324,0.054732,0.010928,0.092307,0.000000,0.000000,0.027486,0.017523,0.122915,0.031426,0.000000,0.000000,0.007605,0.023940,0.000000,0.036821,0.000000,0.007223,0.000000,0.000000,0.000000,0.000000,0.018562,0.000000,0.011078,0.045515,0.001571,0.000000,0.014390,0.000000,0.011078,0.010355,0.016493,0.000000,0.008522,0.030695,0.000000,0.035051,0.050260,0.013279,0.017095,0.016317,0.000000,0.000000,0.000000,0.082060,0.000000,0.012885,0.003600,0.000000,0.000000,0.202452,0.000000,0.000000,0.000000,0.000000,0.007186,0.000000,0.044178,0.000000,0.008684,0.091953,0.000000,0.121589,0.034584,0.068541,0.015634,0.111318
AnteSGA,0.041568,0.037450,0.000000,0.083181,0.031891,0.052713,0.042673,0.058691,0.060515,0.052463,0.162207,0.102983,0.041096,0.237738,0.047318,0.032152,0.000000,0.000000,0.037308,0.000000,0.000000,0.017641,0.000000,0.017188,0.017641,0.074157,0.014066,0.036204,0.017641,0.045707,0.054105,0.060343,0.000000,0.000000,0.030389,0.068860,0.056035,0.037553,0.005074,0.000000,0.000000,0.000000,0.000000,0.000000,0.047423,0.059640,0.003363,0.000000,0.000000,0.084465,0.000000,0.059986,0.034053,0.033319,0.000000,0.005230,0.000000,0.020774,0.028292,0.000000,0.000000,0.000000,0.009971,0.037735,0.041163,0.049142,0.000000,0.053129,0.000000,0.000000,0.024374,0.032691,0.000000,0.055333,0.029284,0.000000,0.051182,0.000000,0.097047,0.018901,0.000000,0.008012,0.000000,0.018749,0.051636,0.000000,0.000000,0.016341,0.005051,0.034548,0.000000,0.000000,0.000000,0.996992,0.023206,0.112840,0.021546,0.000000,0.019742,0.000000,0.000000,0.045004,0.000000,0.000000,0.000000,0.000000,0.000000,0.025708,0.023670,0.000000,0.024285,0.000000,0.030115,0.019148,0.031130,0.000000,0.000000,0.024176,0.018158,0.000000,0.000000,0.000000,0.000000,0.000000,0.013378,0.021185,0.000000,0.018750,0.076674,0.000000,0.000000,0.000000,0.018701,0.006511,0.000000,0.000000,0.000000,0.029202,0.010504,0.000000,0.000000,0.037813,0.013730,0.000000,0.036204,0.000000,0.006183,0.024466,0.000000,0.000000,0.024178,0.000000,0.000000,0.010672,0.034361,0.265626,0.000000,0.000000,0.000000,0.010672,0.000000,0.017047,0.000000,0.008084,0.023845,0.000000,0.008994,0.013000,0.038810,0.023206,0.044630,0.000000,0.166183,0.000000,0.000000,0.000000,0.067833,0.032067,0.016279,0.037557,0.013612,0.000000,0.000000,0.000000,0.000000,0.024598,0.000000,0.049880,0.000000,0.000000,0.020100,0.000000,0.000000,0.085073,0.000000,0.040467,0.111419
AnteSTD,0.020126,0.018464,0.005154,0.100070,0.134330,0.138411,0.180371,0.083119,0.130638,0.112593,0.112355,0.141026,0.037551,0.178295,0.000000,0.000000,0.043528,0.006083,0.003313,0.000000,0.000000,0.009833,0.062898,0.010995,0.009833,0.029391,0.022081,0.025679,0.009833,0.119482,0.035850,0.035158,0.006827,0.076600,0.017371,0.211516,0.020053,0.113001,0.020796,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.147863,0.044974,0.000000,0.043143,0.047526,0.038417,0.016746,0.148387,0.027962,0.000000,0.006401,0.009329,0.011986,0.000000,0.000000,0.000000,0.017814,0.054468,0.007995,0.027246,0.000000,0.000000,0.057210,0.000000,0.022622,0.058932,0.021013,0.000000,0.030742,0.026068,0.010279,0.037469,0.121181,0.052919,0.035905,0.000000,0.024245,0.002430,0.056140,0.006178,0.000000,0.014110,0.000000,0.014959,0.000000,0.050388,0.000000,0.000000,0.023206,0.998294,0.040318,0.000000,0.000000,0.040700,0.000000,0.000000,0.024366,0.000000,0.028081,0.000000,0.000000,0.063506,0.000000,0.015360,0.000000,0.010442,0.000000,0.013469,0.125207,0.098379,0.018292,0.000000,0.078609,0.000000,0.007496,0.025665,0.006767,0.000000,0.000000,0.033069,0.009369,0.075241,0.149759,0.177193,0.203925,0.007653,0.032311,0.000000,0.000000,0.011508,0.010991,0.010772,0.008856,0.009856,0.012539,0.000000,0.601580,0.048130,0.000000,0.025679,0.000000,0.012301,0.000000,0.000000,0.000000,0.037518,0.003210,0.000000,0.000000,0.045880,0.018220,0.000000,0.009048,0.000000,0.000000,0.000000,0.000000,0.015778,0.000000,0.126513,0.000000,0.154531,0.187466,0.013157,0.000000,0.017987,0.000000,0.000000,0.000000,0.030979,0.000000,0.058501,0.017102,0.000000,0.023938,0.049199,0.000000,0.018992,0.000000,0.023379,0.080908,0.000000,0.000000,0.049612,0.029619,0.004693,0.000000,0.099669,0.082855,0.082452,0.035921,0.305652
Antesteroid,0.119992,0.117165,0.089860,0.053891,0.098201,0.105177,0.172028,0.132757,0.150269,0.105162,0.166689,0.169507,0.102383,0.564984,0.096742,0.074779,0.087356,0.028030,0.056416,0.000000,0.000000,0.000000,0.000000,0.015746,0.000000,0.042139,0.085263,0.017380,0.000000,0.154821,0.129266,0.109809,0.022572,0.075421,0.000000,0.151837,0.081697,0.072160,0.047432,0.000000,0.000000,0.000000,0.000000,0.051500,0.089118,0.123317,0.186131,0.099131,0.093061,0.087966,0.012442,0.264424,0.106957,0.000000,0.000000,0.024986,0.020818,0.061236,0.089677,0.000000,0.028867,0.010684,0.044024,0.034639,0.039432,0.050670,0.063815,0.135046,0.000000,0.030109,0.041377,0.090788,0.013711,0.031308,0.154428,0.000000,0.168529,0.000000,0.199924,0.007493,0.099425,0.067146,0.046499,0.132451,0.088554,0.000000,0.000000,0.027764,0.035455,0.025375,0.161173,0.013125,0.097841,0.112840,0.040318,0.999009,0.015565,0.034338,0.039763,0.000000,0.091121,0.065537,0.000000,0.021236,0.000000,0.007002,0.000000,0.071188,0.007717,0.000000,0.063250,0.018825,0.039524,0.017114,0.103713,0.024040,0.000000,0.109911,0.005790,0.010706,0.021463,0.000000,0.000000,0.000000,0.038890,0.000000,0.000000,0.078930,0.142744,0.055910,0.030611,0.056791,0.071047,0.016492,0.000000,0.007849,0.000000,0.095674,0.132997,0.000000,0.011640,0.082584,0.084362,0.020971,0.017380,0.000000,0.063808,0.000000,0.000000,0.056051,0.063808,0.093826,0.000000,0.000000,0.060881,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.029917,0.000000,0.000000,0.055267,0.000000,0.024901,0.050299,0.000000,0.008652,0.000000,0.022448,0.029294,0.000000,0.039163,0.005549,0.150105,0.048528,0.046740,0.105682,0.074499,0.000000,0.000000,0.011843,0.000000,0.052490,0.018280,0.335714,0.071368,0.000000,0.067534,0.000000,0.000000,0.070984,0.023258,0.038769,0.254449
Antethrombo,0.025329,0.023302,0.031846,0.035169,0.023510,0.019077,0.136601,0.057754,0.039443,0.000000,0.087724,0.043465,0.020429,0.251915,0.000000,0.000000,0.009467,0.000000,0.000000,0.019009,0.020273,0.044824,0.000000,0.000000,0.044824,0.025002,0.000000,0.080069,0.044824,0.000000,0.009954,0.045452,0.011999,0.012319,0.000000,0.038583,0.000000,0.017737,0.016833,0.049526,0.000000,0.013416,0.000000,0.000000,0.018359,0.060552,0.025456,0.030672,0.000000,0.024166,0.033748,0.027565,0.084548,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020273,0.005968,0.000000,0.000000,0.012689,0.008738,0.000000,0.000000,0.000000,0.039310,0.007862,0.003518,0.000000,0.000000,0.000000,0.013427,0.014185,0.018800,0.000000,0.031387,0.012755,0.027917,0.038037,0.000000,0.051669,0.000000,0.000000,0.000000,0.010484,0.000000,0.000000,0.025412,0.000000,0.035737,0.021546,0.000000,0.015565,0.986792,0.000000,0.028145,0.004935,0.000000,0.000000,0.020273,0.000000,0.000000,0.000000,0.011999,0.000000,0.055762,0.011999,0.007115,0.000000,0.000000,0.032987,0.016833,0.020273,0.000000,0.013763,0.000000,0.000000,0.000000,0.030298,0.010708,0.000000,0.020580,0.000000,0.000000,0.023485,0.041803,0.030010,0.046748,0.000000,0.000000,0.000000,0.015664,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.022911,0.000000,0.000000,0.080069,0.000000,0.000000,0.016835,0.014185,0.016835,0.000000,0.000000,0.017870,0.033606,0.012060,0.000000,0.005537,0.000000,0.023318,0.033606,0.042343,0.000000,0.007241,0.030159,0.023930,0.000000,0.013066,0.033632,0.000000,0.000000,0.000000,0.000000,0.000000,0.015005,0.000000,0.000000,0.020680,0.000000,0.010116,0.008909,0.008622,0.000000,0.000000,0.023318,0.000000,0.000000,0.000000,0.000000,0.017870,0.000000,0.000000,0.012689,0.000000,0.000000,0.019425,0.000000,0.068328
Antethyroid,0.071679,0.068901,0.000000,0.028293,0.029214,0.022814,0.087271,0.000000,0.027687,0.041373,0.062603,0.037037,0.082501,0.105922,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010956,0.000000,0.014555,0.010956,0.000000,0.017863,0.027034,0.010956,0.055323,0.026253,0.027167,0.000000,0.000000,0.000000,0.043829,0.051334,0.032798,0.000000,0.000000,0.000000,0.000000,0.000000,0.036074,0.000000,0.092623,0.015450,0.000000,0.000000,0.000000,0.015142,0.000000,0.100651,0.022230,0.000000,0.000000,0.006592,0.000000,0.000000,0.000000,0.000000,0.000000,0.024170,0.000000,0.030037,0.005830,0.012558,0.073972,0.000000,0.000000,0.028854,0.000000,0.000000,0.000000,0.032525,0.000000,0.059640,0.000000,0.028292,0.000000,0.015896,0.000000,0.000000,0.026196,0.000000,0.000000,0.000000,0.000000,0.000000,0.024857,0.000000,0.000000,0.000000,0.000000,0.000000,0.034338,0.000000,0.998152,0.000000,0.000000,0.000000,0.000000,0.000000,0.008158,0.000000,0.000000,0.000000,0.000000,0.016474,0.000000,0.038597,0.000000,0.030428,0.097528,0.000000,0.000000,0.000000,0.097532,0.005994,0.026153,0.042763,0.000000,0.000000,0.000000,0.025707,0.026880,0.000000,0.086462,0.051098,0.058722,0.008508,0.000000,0.020742,0.000000,0.000000,0.000000,0.019006,0.028863,0.000000,0.000000,0.000000,0.000000,0.000000,0.705867,0.027034,0.000000,0.000000,0.000000,0.118296,0.180613,0.000000,0.000000,0.000000,0.001459,0.021565,0.000000,0.015345,0.021013,0.023536,0.001459,0.000000,0.000000,0.000000,0.000000,0.073648,0.000000,0.073342,0.074493,0.000000,0.006882,0.002879,0.860005,0.000000,0.152868,0.052004,0.000000,0.000000,0.039813,0.016646,0.016177,0.011343,0.512959,0.000000,0.000000,0.000000,0.018191,0.623328,0.040683,0.000000,0.000000,0.025580,0.000000,0.071193,0.077341,0.040212,0.000000,0.109165
AnteUTI,0.000000,0.000000,0.000000,0.014690,0.062546,0.061268,0.131463,0.079103,0.020365,0.037600,0.068640,0.103836,0.000000,0.092059,0.000000,0.000000,0.002741,0.000000,0.000000,0.000000,0.000000,0.008550,0.014660,0.000000,0.008550,0.000000,0.000000,0.024227,0.008550,0.041092,0.010445,0.030138,0.000000,0.026665,0.016236,0.156328,0.008884,0.016934,0.004136,0.000000,0.000000,0.000000,0.000000,0.000000,0.014561,0.059387,0.000000,0.000000,0.006058,0.011972,0.014728,0.024443,0.056533,0.018070,0.000000,0.000000,0.000000,0.016479,0.005965,0.000000,0.000000,0.000000,0.044523,0.005845,0.008958,0.000000,0.000000,0.000000,0.000000,0.000000,0.038620,0.029491,0.000000,0.000000,0.000000,0.008443,0.016693,0.016402,0.037658,0.006559,0.000000,0.022474,0.012497,0.043408,0.042601,0.004423,0.000000,0.009033,0.020792,0.016637,0.060088,0.000000,0.010371,0.019742,0.040700,0.039763,0.028145,0.000000,0.998439,0.000000,0.012997,0.042787,0.000000,0.020164,0.000000,0.000000,0.000000,0.000000,0.014141,0.000000,0.000000,0.027052,0.031276,0.019824,0.028447,0.016660,0.000000,0.075665,0.008073,0.000000,0.003563,0.011325,0.000000,0.037109,0.000000,0.000000,0.000000,0.078986,0.113729,0.103687,0.009719,0.016657,0.013291,0.022560,0.008357,0.008066,0.000000,0.000000,0.016033,0.228774,0.000000,0.060525,0.000000,0.000000,0.024227,0.000000,0.010705,0.000000,0.000000,0.000000,0.044769,0.014098,0.000000,0.000000,0.020265,0.021588,0.000000,0.019580,0.000000,0.000000,0.005629,0.010888,0.000000,0.000000,0.089428,0.000000,0.074875,0.077797,0.004125,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007174,0.027920,0.000000,0.000000,0.000000,0.000000,0.222049,0.020324,0.005489,0.034451,0.000000,0.035675,0.000000,0.000000,0.016044,0.005845,0.050545,0.069235,0.035787,0.044005,0.168849
ART,0.024196,0.026074,0.001355,0.013781,0.006435,0.000000,0.017395,0.000000,0.034557,0.038809,0.000000,0.049144,0.039412,0.117799,0.000000,0.000000,0.000000,0.000000,0.007893,0.021532,0.022863,0.049197,0.000000,0.010908,0.049197,0.021439,0.036499,0.087435,0.049197,0.037987,0.032627,0.000000,0.014308,0.042566,0.015095,0.368386,0.070180,0.018508,0.000000,0.000000,0.000000,0.015738,0.000000,0.007069,0.000000,0.073868,0.000000,0.000000,0.000000,0.000000,0.006145,0.016964,0.038645,0.012835,0.005444,0.000000,0.000000,0.011733,0.010653,0.022863,0.000000,0.000000,0.000000,0.015001,0.000000,0.019702,0.000000,0.038775,0.008299,0.012061,0.091513,0.000000,0.000000,0.010632,0.015432,0.016522,0.016548,0.003185,0.031930,0.000000,0.000000,0.000000,0.000000,0.002401,0.000000,0.000000,0.000000,0.033514,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004935,0.000000,0.000000,0.984325,0.000000,0.000000,0.022863,0.000000,0.001355,0.000000,0.014308,0.000000,0.061044,0.014308,0.000000,0.000000,0.000000,0.025391,0.000000,0.022863,0.000000,0.048446,0.015994,0.000000,0.000000,0.000000,0.013026,0.039026,0.000000,0.000000,0.003185,0.058038,0.051136,0.021406,0.047232,0.006873,0.000000,0.000000,0.000000,0.044376,0.000000,0.063352,0.000000,0.000000,0.000000,0.005506,0.000000,0.000000,0.087435,0.000000,0.000000,0.019259,0.016522,0.019259,0.000000,0.000000,0.020339,0.037094,0.000000,0.000000,0.008299,0.000000,0.026086,0.037094,0.026049,0.000000,0.009751,0.033392,0.016331,0.000000,0.024595,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.017364,0.014692,0.000000,0.000000,0.000000,0.004600,0.000000,0.007131,0.000000,0.000000,0.026086,0.000000,0.000000,0.009485,0.000000,0.020339,0.000000,0.000000,0.015001,0.066964,0.000000,0.043195,0.000000,0.112156
Cerclage,0.000000,0.000000,0.000000,0.012215,0.034166,0.037806,0.000000,0.000000,0.000000,0.020345,0.000000,0.030146,0.000000,0.281317,0.027128,0.012087,0.025539,0.007818,0.000000,0.016036,0.017239,0.039865,0.000000,0.000000,0.039865,0.018811,0.000000,0.071771,0.039865,0.029218,0.029908,0.025376,0.009082,0.000000,0.000000,0.052022,0.000000,0.000000,0.000000,0.000000,0.000000,0.010550,0.000000,0.000000,0.000000,0.020460,0.010366,0.013493,0.029157,0.017479,0.000000,0.000000,0.013460,0.000000,0.000000,0.000000,0.000000,0.004816,0.002620,0.017239,0.000000,0.000000,0.000000,0.009804,0.000000,0.000000,0.000000,0.031272,0.000000,0.023878,0.000000,0.000000,0.000000,0.015686,0.026299,0.011329,0.033367,0.000000,0.064256,0.000000,0.000000,0.005919,0.000000,0.033975,0.000000,0.020445,0.000000,0.002568,0.000000,0.040307,0.079978,0.000000,0.017635,0.000000,0.000000,0.091121,0.000000,0.000000,0.012997,0.000000,0.989312,0.019439,0.017239,0.000000,0.000000,0.000000,0.009082,0.000000,0.049794,0.009082,0.026289,0.000000,0.000000,0.022523,0.000000,0.017239,0.000000,0.000000,0.038470,0.000000,0.000000,0.009276,0.007685,0.000000,0.054784,0.000000,0.000000,0.028877,0.037921,0.035907,0.003857,0.000000,0.023956,0.000000,0.000000,0.000000,0.000000,0.024716,0.088705,0.000000,0.000000,0.007541,0.062982,0.000000,0.071771,0.000000,0.000000,0.013943,0.011329,0.013943,0.000000,0.661655,0.014944,0.029624,0.016099,0.002622,0.000000,0.000000,0.020107,0.029624,0.000000,0.000000,0.003101,0.026455,0.000000,0.000000,0.014617,0.030760,0.000000,0.000000,0.000000,0.000000,0.000000,0.012147,0.016282,0.000000,0.000000,0.000000,0.018844,0.000000,0.024167,0.000000,0.000000,0.020107,0.000000,0.017618,0.000000,0.094729,0.014944,0.000000,0.027078,0.009804,0.000000,0.030206,0.021806,0.000000,0.056491
ChronicHBP,0.026340,0.008609,0.009987,0.097237,0.112831,0.116970,0.188057,0.241102,0.136313,0.036624,0.307271,0.103257,0.073090,0.288697,0.059235,0.044541,0.000000,0.000000,0.043737,0.000000,0.000000,0.012160,0.060824,0.024966,0.012160,0.077490,0.033776,0.028562,0.012160,0.121000,0.113855,0.081878,0.000000,0.057936,0.014131,0.171717,0.091454,0.041996,0.200021,0.077969,0.000000,0.029233,0.000000,0.046695,0.044560,0.142557,0.041139,0.000000,0.000000,0.082922,0.009778,0.137631,0.145223,0.024381,0.000000,0.013833,0.020238,0.035654,0.000000,0.000000,0.011562,0.000000,0.026556,0.027986,0.024033,0.012933,0.007558,0.059200,0.000000,0.000000,0.031731,0.412894,0.011776,0.086744,0.063084,0.000000,0.055493,0.000000,0.155381,0.000000,0.000000,0.009597,0.033547,0.000000,0.637309,0.000000,0.000000,0.033410,0.011286,0.040204,0.101840,0.027494,0.000000,0.045004,0.024366,0.065537,0.000000,0.000000,0.042787,0.000000,0.019439,0.997982,0.000000,0.040087,0.000000,0.000000,0.000000,0.058855,0.017710,0.000000,0.000000,0.010904,0.161720,0.098129,0.026125,0.041590,0.000000,0.039929,0.048495,0.018496,0.003456,0.019832,0.000000,0.048954,0.052591,0.000000,0.000000,0.127424,0.115548,0.149151,0.022273,0.031345,0.028653,0.014579,0.023868,0.039104,0.022580,0.028366,0.055454,0.108383,0.002587,0.046098,0.027469,0.027658,0.028562,0.000000,0.145904,0.138236,0.013488,0.000000,0.543613,0.000000,0.000000,0.004263,0.048255,0.000000,0.000000,0.116226,0.000000,0.004263,0.085300,0.009446,0.000000,0.000000,0.079551,0.000000,0.064239,0.157456,0.000000,0.028328,0.000000,0.010973,0.000000,0.000000,0.055711,0.000000,0.126058,0.156228,0.000000,0.024133,0.070281,0.009011,0.104852,0.047271,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028193,0.000000,0.107435,0.196532,0.059639,0.122382,0.206569
CPD,0.014837,0.008332,0.018489,0.000000,0.018407,0.024072,0.000000,0.062294,0.000000,0.000000,0.198295,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.041303,0.043338,0.085985,0.018164,0.076150,0.085985,0.000000,0.000000,0.150208,0.085985,0.027692,0.064640,0.009790,0.030793,0.029645,0.000000,0.033739,0.050862,0.000000,0.000000,0.015084,0.000000,0.032779,0.000000,0.014408,0.025104,0.041060,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.027579,0.003374,0.020666,0.000000,0.000000,0.015066,0.008633,0.043338,0.000000,0.026409,0.014943,0.031749,0.000000,0.000000,0.000000,0.000000,0.023357,0.000000,0.016591,0.004553,0.000000,0.000000,0.004900,0.033892,0.000000,0.019170,0.013017,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.013472,0.011845,0.000000,0.000000,0.000000,0.000000,0.012039,0.000000,0.000000,0.000000,0.000000,0.020273,0.000000,0.000000,0.022863,0.017239,0.000000,0.954493,0.000000,0.018489,0.017847,0.030793,0.005092,0.105762,0.030793,0.000000,0.000000,0.000000,0.000000,0.000000,0.043338,0.014138,0.005723,0.000000,0.017540,0.000000,0.004366,0.029068,0.000000,0.000000,0.017325,0.019170,0.013210,0.026649,0.013513,0.000000,0.000000,0.000000,0.000000,0.006757,0.010380,0.000000,0.000000,0.000000,0.011096,0.004366,0.000000,0.008528,0.000000,0.150208,0.000000,0.003976,0.037884,0.033892,0.037884,0.003976,0.017847,0.039499,0.066029,0.000000,0.000000,0.023357,0.000000,0.048350,0.066029,0.000000,0.013558,0.024978,0.060012,0.037816,0.016947,0.000000,0.021591,0.000000,0.000000,0.000000,0.000000,0.000000,0.035103,0.000000,0.015847,0.000000,0.000000,0.001831,0.000000,0.000000,0.000000,0.010380,0.048350,0.012433,0.000000,0.000000,0.000000,0.039499,0.011845,0.000394,0.031749,0.000000,0.000000,0.000000,0.000000,0.054627
CS_Elect,0.054346,0.037511,0.000000,0.109709,0.162243,0.165054,0.165964,0.147220,0.198066,0.084839,0.152161,0.245170,0.188831,0.189367,0.012200,0.000000,0.003916,0.004132,0.023776,0.000000,0.000000,0.009879,0.275739,0.026494,0.009879,0.023906,0.025984,0.025733,0.009879,0.163484,0.293923,0.125639,0.006905,0.075097,0.046505,0.049220,0.039928,0.028146,0.032554,0.000000,0.000000,0.009203,0.000000,0.000000,0.048419,0.198341,0.008400,0.000000,0.004964,0.015604,0.015422,0.000000,0.203206,0.058205,0.000000,0.021455,0.022880,0.111623,0.048363,0.000000,0.000000,0.023787,0.018404,0.008066,0.059793,0.037935,0.013924,0.040917,0.000000,0.019064,0.122157,0.038668,0.000000,0.136595,0.228849,0.000000,0.014666,0.000000,0.178368,0.004565,0.000000,0.000000,0.000000,0.000000,0.012929,0.007927,0.000000,0.033306,0.009776,0.002434,0.033518,0.022625,0.000000,0.000000,0.028081,0.021236,0.000000,0.008158,0.020164,0.000000,0.000000,0.040087,0.000000,0.998289,0.000000,0.000000,0.000000,0.000000,0.015404,0.000000,0.216515,0.024126,0.064203,0.057502,0.000000,0.018351,0.000000,0.118884,0.038678,0.000000,0.000000,0.000000,0.000000,0.017440,0.031427,0.000000,0.018684,0.142230,0.149029,0.205983,0.038024,0.006097,0.212699,0.018879,0.000000,0.019087,0.020217,0.249494,0.040619,0.042178,0.000000,0.027321,0.035463,0.000000,0.025733,0.000000,0.020261,0.000000,0.010343,0.000000,0.013939,0.000000,0.000000,0.000000,0.052859,0.000000,0.000000,0.003129,0.000000,0.000000,0.013687,0.000000,0.000000,0.000000,0.100230,0.000000,0.029004,0.093885,0.022076,0.000000,0.000000,0.000000,0.005688,0.011507,0.078255,0.000000,0.000000,0.041036,0.000000,0.014565,0.292345,0.000000,0.040234,0.000000,0.000000,0.000000,0.017220,0.016234,0.000000,0.000000,0.232234,0.000000,0.087601,0.092060,0.031178,0.039963,0.274855
